text,target,cleaned_text
"1983's ""Frightmare"" is an odd little film. The director seems to be trying to combine the atmosphere of classic '30s/'40s style horror movies with the shock factor of the then-exploding '80s slasher genre. It isn't totally successful (mostly due to very obvious budgetary restraints, and the less-than-professional caliber of its cast of young actors) but it still has its moments, mostly due to the classy performance (classier than the movie deserves) by the late German actor Ferdinand Mayne, who plays an aging old time horror movie star (ala Vincent Price) named ""Conrad Ratzoff."" At the beginning of the movie we meet the has-been horror star as he's shooting a commercial for dentures and we quickly learn that ol' Conrad is a bit of a hoity-toity, prima donna jerk-off. Just when you think he couldn't be any more un-likable, the commercial director berates Conrad for blowing a take for the umpteenth time and the old goat pushes him off a balcony to his death. Nice, huh? Conrad then visits some fans at a college campus horror movie club, unfortunately he suffers a heart attack in the middle of his speech to them and eventually ends up back at his mansion waiting to die. Still feisty even at Death's door, he manages to do away with a despised business associate by smothering him with a pillow before he finally kicks the bucket himself. Conrad is then laid to rest in true Hollywood style in a high tech neon tomb with video screens above the casket, which will play personal video messages from Conrad himself for visitors who enter to pay their respects.<br /><br />It is at this point that the kids from the college Horror Movie Society decide to pay Conrad's grave an after hours visit, breaking into the tomb and taking his body back home with them for an all night party. (Not exactly my idea of fun, but hey, these are characters in an '80s horror film. Logic has no place here.) The college kids spend the evening having dinner with Conrad's body seated in a place of honor, posing for photos with it and even dancing around the room with it, before parking Conrad and his coffin in the attic, planning to return him to his crypt in the morning. In the meantime, Mrs. Ratzoff, distraught over the theft of her husband's body, has called in a psychic friend to try and ""reach"" Conrad through a seance. You can pretty much figure out the rest from here. Since Conrad wasn't a very nice guy in life, it's not much of a stretch to assume that he won't be any friendlier in death. Psychic Lady makes contact with Conrad and he re-awakens in predictably ticked off fashion, then spends the rest of the movie strolling around the corridors of the students' ridiculously huge house, picking off the young grave robbers one by one. This is where the movie falls apart. Endless scenes of teens wandering around empty hallways saying ""Hello? Is anyone there?"" are intercut with occasional bursts of violence (we do get a pretty gnarly decapitation scene, which is the highlight of the movie) before the last two survivors finally figure out (WAY later than any semi-intelligent people would have figured out the same thing...but again, we're in an '80s horror film!) that the only way to stop the mayhem is to get Conrad's body back to its crypt where it belongs. The sluggish pacing is padded out with a lot of weird lighting and dry ice fog effects backed by a soundtrack made up almost entirely of sound effects rather than music(thunder, moans and groans, howls, etc.) that becomes severely annoying after a while.<br /><br />I can't really recommend ""Frightmare"" to anyone who didn't grow up watching cheap movies like this on late night cable back in the '80s. ""Modern Horror"" fans will doubtlessly find ""Frightmare"" incredibly slow moving and goofy. If you came of age in that magical decade, however, you may get a blast of nostalgia from ""Frightmare."" Fans of Jeffrey (""Re-Animator"") Combs may also want to check it out, as the future Dr. West appears in an early role here as one of the unlucky film students.<br /><br />I will advise the reader to avoid the version of this film on the EastWestDVD label (paired with Roy Ward's ""Vault of Horror"" and sold at dollar stores) because the print quality is terrible. I'm told the film has gotten a deluxe release via the fine folks at Troma, which seems appropriate. If you're a Troma kind of person then ""Frightmare"" will be right up your alley.",negative,1983s frightmare odd little film director seems trying combine atmosphere classic 30s40s style horror movie shock factor thenexploding 80 slasher genre totally successful mostly due obvious budgetary restraint lessthanprofessional caliber cast young actor still moment mostly due classy performance classier movie deserves late german actor ferdinand mayne play aging old time horror movie star ala vincent price named conrad ratzoff beginning movie meet hasbeen horror star shooting commercial denture quickly learn ol conrad bit hoitytoity prima donna jerkoff think could unlikable commercial director berates conrad blowing take umpteenth time old goat push balcony death nice huh conrad visit fan college campus horror movie club unfortunately suffers heart attack middle speech eventually end back mansion waiting die still feisty even death door manages away despised business associate smothering pillow finally kick bucket conrad laid rest true hollywood style high tech neon tomb video screen casket play personal video message conrad visitor enter pay respectsbr br point kid college horror movie society decide pay conrad grave hour visit breaking tomb taking body back home night party exactly idea fun hey character 80 horror film logic place college kid spend evening dinner conrad body seated place honor posing photo even dancing around room parking conrad coffin attic planning return crypt morning meantime mr ratzoff distraught theft husband body called psychic friend try reach conrad seance pretty much figure rest since conrad nice guy life much stretch assume friendlier death psychic lady make contact conrad reawakens predictably ticked fashion spends rest movie strolling around corridor student ridiculously huge house picking young grave robber one one movie fall apart endless scene teen wandering around empty hallway saying hello anyone intercut occasional burst violence get pretty gnarly decapitation scene highlight movie last two survivor finally figure way later semiintelligent people would figured thingbut 80 horror film way stop mayhem get conrad body back crypt belongs sluggish pacing padded lot weird lighting dry ice fog effect backed soundtrack made almost entirely sound effect rather musicthunder moan groan howl etc becomes severely annoying whilebr br really recommend frightmare anyone grow watching cheap movie like late night cable back 80 modern horror fan doubtlessly find frightmare incredibly slow moving goofy came age magical decade however may get blast nostalgia frightmare fan jeffrey reanimator comb may also want check future dr west appears early role one unlucky film studentsbr br advise reader avoid version film eastwestdvd label paired roy ward vault horror sold dollar store print quality terrible told film gotten deluxe release via fine folk troma seems appropriate troma kind person frightmare right alley
"A group of friends break down in the middle of nowhere (one had a flat tire, the other's Jeep mysteriously won't start). One of them takes the tire to a run down service station and that is the last anyone sees of him. When the remaining foursome go in search of their friend, they come across nice Mr. Slaussen who offers to help fix the jeep and offers cool drinks and refuge from the heat in his equally run down, hermit-like house, which happens to be occupied by very realistic looking mannequins. He goes with the one guy in the bunch out to work on the car and leaves the 3 girls in the house. Before he goes he warns them not to leave and go up to the house behind his shack; he warns them about ""Davy"", his brother who is lurking about and isn't all there. Of course, one of them decides to venture out in search of a working phone and is never seen again. Is it Slaussen? Is it Davy? The mannequins?? Tourist Trap has the usual horror requirements (jiggly big boobed girl, goody two shoes girl, curiosity getting the better of people and never working out!), but it stands apart from the rest of the 70's genre in it's twist of an ending. I started to feel sorry for Slaussen (Chuck Conners is a terrific, creepy, over-the-top performance)at a point in the film, and you almost see the character of Molly doing the same. This is a gem if you can find it; I had taped it off of cable when I was younger, and walking through a used video store I spotted a VHS copy that was totally overpriced, but well worth it. Fans of Tanya Roberts won't be disappointed either. Best part of the film for me was the scene with the soup (and crackers!!)<br /><br />I gave it a 7 because some of the movie was and still is hard to explain.",positive,group friend break middle nowhere one flat tire others jeep mysteriously start one take tire run service station last anyone see remaining foursome go search friend come across nice mr slaussen offer help fix jeep offer cool drink refuge heat equally run hermitlike house happens occupied realistic looking mannequin go one guy bunch work car leaf three girl house go warns leave go house behind shack warns davy brother lurking course one decides venture search working phone never seen slaussen davy mannequin tourist trap usual horror requirement jiggly big boobed girl goody two shoe girl curiosity getting better people never working stand apart rest 70 genre twist ending started feel sorry slaussen chuck conners terrific creepy overthetop performanceat point film almost see character molly gem find taped cable younger walking used video store spotted vhs copy totally overpriced well worth fan tanya robert disappointed either best part film scene soup crackersbr br gave seven movie still hard explain
"Many teenage sex comedy movies come and go without much fanfare, however, every so often a movie might come along thats honest, funny, entertaining AND memorable. The Last American Virgin is a special movie that has found its place and has stood the test of time blending all four ingredients. This film follows three friends (Gary, Rick and David ""The Big Apple"") misadventures into the world of first-time sex and true love. Along the way they learn hard lessons and the value of true friendship. We follow hopeless romantic Gary (The main character) on his quest to win over the girl of his dreams which leads him down an uncertain road with a surprise twist at it's ending. If you haven't been lucky enough to see this movie yet, by all means take a look...sprinkled with many memorable 80s songs throughout the movie to keep things moving at an even pace. L.A.V. truly is an original film, a rarity among films of it's genre.",positive,many teenage sex comedy movie come go without much fanfare however every often movie might come along thats honest funny entertaining memorable last american virgin special movie found place stood test time blending four ingredient film follows three friend gary rick david big apple misadventure world firsttime sex true love along way learn hard lesson value true friendship follow hopeless romantic gary main character quest win girl dream lead uncertain road surprise twist ending lucky enough see movie yet mean take looksprinkled many memorable 80 song throughout movie keep thing moving even pace lav truly original film rarity among film genre
"I was never so bored in my life. Hours of pretentious, self-obsessed heroin-addicted basket cases lounging around whining about their problems. It's like watching lizards molt. Even the sex scenes will induce a serious case of narcolepsy. If you have insomnia, rent this.",negative,never bored life hour pretentious selfobsessed heroinaddicted basket case lounging around whining problem like watching lizard molt even sex scene induce serious case narcolepsy insomnia rent
"This movie is awesome on so many levels... and none of them are the level that it was intended to be awesome on.<br /><br />Just remember this: When you're watching Shaun of the Dead and other recent zombie movies... be they good or bad... THIS is the formula that they are using. THIS is what makes zombie movies so great.<br /><br />And what makes it BETTER than great is the story behind the movie. A simple web search will provide you with everything you need to know.<br /><br />All in all, it doesn't linger. There's never a point where you think to yourself ""c'mon, get on with it""... it moves quick and corners nicely. This is the sporty, little Italian number of zombie flicks.<br /><br />So awful, it's wonderful! If your tongue spends an ample amount of time in your cheek... rent it, buy it, love it.<br /><br />As a great trivia note: If you're watching it on DVD, you'll notice that there is sound effects during the menu screen, underneath the musical score... Well... that's because that music was lifted straight from the trailer... which is probably the only working print of that music that still exists which is long enough to loop.",positive,movie awesome many level none level intended awesome onbr br remember watching shaun dead recent zombie movie good bad formula using make zombie movie greatbr br make better great story behind movie simple web search provide everything need knowbr br linger never point think cmon get move quick corner nicely sporty little italian number zombie flicksbr br awful wonderful tongue spends ample amount time cheek rent buy love itbr br great trivia note watching dvd notice sound effect menu screen underneath musical score well music lifted straight trailer probably working print music still exists long enough loop
"The Ladies Man is laugh out loud funny, with a great diverse cast as well as having some very stupid but excellent scenes (including the funniest love song ever written).<br /><br />Ferrell is his usual quality self in a brilliant side role.<br /><br />Tim Meadows plays an idiot surprisingly well and has written himself some of the funniest lines you'll find in any comedy out there.<br /><br />It is definitely worth a purchase as watching it every 6 months or so will lead to you still laughing as hard as you did first time round.<br /><br />I am distraught to think at the time of writing this that it has a meagre 4.7 /10 and i urge you to vote! <br /><br />And remember kids- ""Theres more motion in the ocean""",positive,lady man laugh loud funny great diverse cast well stupid excellent scene including funniest love song ever writtenbr br ferrell usual quality self brilliant side rolebr br tim meadow play idiot surprisingly well written funniest line find comedy therebr br definitely worth purchase watching every six month lead still laughing hard first time roundbr br distraught think time writing meagre forty seven ten urge vote br br remember kid there motion ocean
"when i first heard about this movie i thought it would be like The Duchess(2008), but when i saw the first 30 minutes of The Young Victoria i knew this wouldn't just be a solid movie. Almost everything in this movie is great, the costumes are really amazing and the settings are also beautifully shot.<br /><br />The only thing that really let me down are the performances. Emily Blunt(The Devil Wears Prada) is the star of the film, bringing Victoria to life and with this movie she shows that she is a great actress and maybe picking a first Oscar nomination for her performance. Rupert Friend is almost bland as Prince Albert but he has great chemistry with Emily Blunt. Paul Bettany is also solid as Lord Melbourne although i expected more of him. Jim Broadbent and Miranda Richardson both have supporting roles but are forgettable.<br /><br />To me the film feels like unfinished. Maybe that the screenwriters changed too many things in the script, i don't know but that's how i feel about the movie.<br /><br />But overall it's a great movie about the early years of Victoria with a Great performance from Emily Blunt.",positive,first heard movie thought would like duchess2008 saw first thirty minute young victoria knew would solid movie almost everything movie great costume really amazing setting also beautifully shotbr br thing really let performance emily bluntthe devil wear prada star film bringing victoria life movie show great actress maybe picking first oscar nomination performance rupert friend almost bland prince albert great chemistry emily blunt paul bettany also solid lord melbourne although expected jim broadbent miranda richardson supporting role forgettablebr br film feel like unfinished maybe screenwriter changed many thing script know feel moviebr br overall great movie early year victoria great performance emily blunt
"I just saw this film on DVD last night, and decided to check out the reviews this morning. It seems that ""I, Robot"" has polarized the critical viewing community here on IMDb (and given rise to a lot of insults and name-calling, too).<br /><br />I find this somewhat surprising, as this film is not great (or even good), but neither is it terrible (or even really bad). What this film really is, is...depressing. Depressing that the US film-goer population is so ready to lap up insipid, clichéd re-heats, and acclaim them as spectacular new works. This film as ""retread"" written all over it, from the plot line (an uneasy mix of Asimov and modern-day uber-action) to Smith's character (a smart-mouthed cynic with a backbone of titanium), to the special effects (that borrowed from Matrix and a few others).<br /><br />""I, Robot"" is, sadly, quite possibly the perfect action movie for today's audience: superficial plot, insipidly snappy dialog, and lots and lots of adrenaline. Smith is mediocre, but we already knew that (he seems to be Hollywood's latest unsuccessful attempt to create a black Bruce Willis). The story has lots of holes in it, of all sizes, but I don't think most people drawn to this film are critically-minded enough to notice. Perhaps a blockbuster by today's standards, but very B-movie compared to true winners.",negative,saw film dvd last night decided check review morning seems robot polarized critical viewing community imdb given rise lot insult namecalling toobr br find somewhat surprising film great even good neither terrible even really bad film really isdepressing depressing u filmgoer population ready lap insipid clichd reheats acclaim spectacular new work film retread written plot line uneasy mix asimov modernday uberaction smith character smartmouthed cynic backbone titanium special effect borrowed matrix othersbr br robot sadly quite possibly perfect action movie today audience superficial plot insipidly snappy dialog lot lot adrenaline smith mediocre already knew seems hollywood latest unsuccessful attempt create black bruce willis story lot hole size think people drawn film criticallyminded enough notice perhaps blockbuster today standard bmovie compared true winner
"I have bought the complete season of Surface. watched it in 3 days! I was so captured by the the plot, theories and basically everything about this show. The actor who plays Miles is great. Mile's sister, mother and father acted like real life family would. You could connect on so many levels it's fascinating.<br /><br />I find animals are so wonderful, you can almost connect with them as a parent is to a child. It would be something if a creature of this sort of nature truly exists.<br /><br />Am sadden, that Surface is not having a second season or at least four more shows. I have so many questions that need to be answered and hopefully maybe they will create more or maybe in a book.<br /><br />Love the show very much. For those who haven't watched Surface, if you like sci-fi you need to watch this!!!!!!!!!!!!!",positive,bought complete season surface watched three day captured plot theory basically everything show actor play mile great mile sister mother father acted like real life family would could connect many level fascinatingbr br find animal wonderful almost connect parent child would something creature sort nature truly existsbr br sadden surface second season least four show many question need answered hopefully maybe create maybe bookbr br love show much watched surface like scifi need watch
"This must have been one of the worst movies I have ever seen.<br /><br />I have to disagree with another commenter, who said the special effects were okay. I found them pretty bad: it just wasn't realistic and they were so fake that it just distracted from the actual story.<br /><br />Maybe that distraction is the reason that I did not fully understand the story. The archaeologists are looking for ""the set"". They do not bother to tell what set, or what is so special about it. That also makes it unclear why they search for it in California, while the intro of the movie takes place in ancient Egypt.<br /><br />If you're shooting a movie that takes place in the desert, take the effort to actually go to the desert. The beginning - the ancient ceremony - looks like it was shot inside a studio instead of a desert.<br /><br />The action-level was constant throughout the movie, no ups and downs, no climax. It made the movie look short, and that's certainly a pro for this particular movie.",negative,must one worst movie ever seenbr br disagree another commenter said special effect okay found pretty bad realistic fake distracted actual storybr br maybe distraction reason fully understand story archaeologist looking set bother tell set special also make unclear search california intro movie take place ancient egyptbr br shooting movie take place desert take effort actually go desert beginning ancient ceremony look like shot inside studio instead desertbr br actionlevel constant throughout movie ups down climax made movie look short certainly pro particular movie
"Liam Neeson portrays the Scottish legend Robert Roy Macgregor from the early 18th century. He is a true actor. He captivates the audience with his charisma as he does in all his roles. Jessica Lange is excellent as his wife Mary. Mary is such a beautiful woman. It's her love that makes Rob Roy the legend, but it's his passion that makes her love undying. They need each other. Tim Roth as the evil Cunningham is perfect; in one way or another, upon watching the movie, you will find Cunningham disgusting. The Scotland scenery is beautiful. The environment and conditions of the times are depicted quite well. If you like history, romance, passion and love, you'll enjoy Rob Roy. There is violence and blood, but it's unavoidable in telling this story as it should be told; no gratuitous violence. And you do have to listen carefully if you're not used to a Scottish accent. One important point that makes this movie so good is that no one actor or actress is glamorized; they get dirty and actually look unattractive in various scenes. It's their skill as actors that attracts you, they don't rely on marquee names, popularity or sex symbol appeal. This is something special.",positive,liam neeson portrays scottish legend robert roy macgregor early 18th century true actor captivates audience charisma role jessica lange excellent wife mary mary beautiful woman love make rob roy legend passion make love undying need tim roth evil cunningham perfect one way another upon watching movie find cunningham disgusting scotland scenery beautiful environment condition time depicted quite well like history romance passion love enjoy rob roy violence blood unavoidable telling story told gratuitous violence listen carefully used scottish accent one important point make movie good one actor actress glamorized get dirty actually look unattractive various scene skill actor attracts rely marquee name popularity sex symbol appeal something special
"When i watch this movie i too get excited when seen bed scenes of miss world. She has beautiful and charming body. When cute lady do bed scenes and show her fully nude body... i think male have hard to resist....i think its time for cute girls like hrishita bhatt also do nude scenes. At least no one wants to c nude body of ugly women like Seema biswas to c in bandit queen.I concur with what mallicka.b has said. The movie is portrayed in a way which appears to be a kind of vilification on the original content. Emotions aren't conveyed properly. I guess a couple of not-so-good performances also contributed to its mediocrity. In my view, Tabu would have been a much better choice for such a role instead of Aishwarya Rai. In some of her scenes, she looks a bit lusty, which is not ultimately what the movie should have portrayed. I also noticed a bit of over-acting in some of her scenes. I'm a bitter critic of Aishwarya Rai :) Can't help it; sorry for that. 'Raincoat' was a good movie by Rituparno Ghosh. And I saw Choker Bali after seeing Raincoat; I was not at all impressed",positive,watch movie get excited seen bed scene miss world beautiful charming body cute lady bed scene show fully nude body think male hard resisti think time cute girl like hrishita bhatt also nude scene least one want c nude body ugly woman like seema biswas c bandit queeni concur mallickab said movie portrayed way appears kind vilification original content emotion conveyed properly guess couple notsogood performance also contributed mediocrity view tabu would much better choice role instead aishwarya rai scene look bit lusty ultimately movie portrayed also noticed bit overacting scene bitter critic aishwarya rai help sorry raincoat good movie rituparno ghosh saw choker bali seeing raincoat impressed
"Savage Island (2003) is a lame movie. It's more like a home video shot with very minimal lighting and horrid acting. Not only that the storyline and script was wretched. I don't know why this movie was made. I have seen a lot of flicks in my time and the ones I really hate are movies that make me angry. This one made my blood boil. The situations were inane at best. If I made a movie like this it would have been a short. Really because those backwood ""idjits"" wouldn't have been in the picture.<br /><br />Don't be fooled by the cover on the D.V.D. I am an avid watcher of bad cinema. But this movie is virtually unwatchable. I don't mind movies being shot on D.V. but if you're going to do that make the movie enjoyable, not some tired retread of superior horror films (sans Wrong Turn).<br /><br />I have to not recommend this waste of disk. If you come across this one in the rental store pass on by.<br /><br />Movies that make yours truly angry get an automatic 1.",negative,savage island two thousand three lame movie like home video shot minimal lighting horrid acting storyline script wretched know movie made seen lot flick time one really hate movie make angry one made blood boil situation inane best made movie like would short really backwood idjits would picturebr br dont fooled cover dvd avid watcher bad cinema movie virtually unwatchable mind movie shot dv going make movie enjoyable tired retread superior horror film sans wrong turnbr br recommend waste disk come across one rental store pas bybr br movie make truly angry get automatic one
"I saw it at the Legacy Theater in the Joseph Smith Memorial Building in Salt Lake City this morning. I'm going to assume that one's level of enjoyment during this movie will largely be based on one's level of acceptance of Joseph's story.<br /><br />However, that aside it was very well made, well acted, and had a nice score. If you get to Salt Lake City, it is a must to see it in the Legacy Theater. I have never been in a nicer theater as far as picture quality, sound quality and ambiance in my entire life...I wonder if the Church would let me watch Batman Begins there! Being that I'm LDS and regard Joseph as a prophet, I was touched in several places and was brought to tears quite a few times...which I presume is expected since they handed out tissues BEFORE the movie started! Anyway, I'm told that this film is available in several LDS Visitor Centers around the globe, if you have 70 minutes check it out because whether you believe Joseph Smith or not, he tells a fascinating story.",positive,saw legacy theater joseph smith memorial building salt lake city morning going assume one level enjoyment movie largely based one level acceptance joseph storybr br however aside well made well acted nice score get salt lake city must see legacy theater never nicer theater far picture quality sound quality ambiance entire lifei wonder church would let watch batman begin lds regard joseph prophet touched several place brought tear quite timeswhich presume expected since handed tissue movie started anyway told film available several lds visitor center around globe seventy minute check whether believe joseph smith tell fascinating story
"Adenoid Hynkel, a lowly soldier in World War One, rises in subsequent years to become the ruthless dictator of Toumania. He creates an aggressive, antisemitic war machine and cultivates a little toothbrush moustache. Sound like anyone you know?<br /><br />From the safety of Hollywood, Chaplin uses this soapbox to exhort Europe to take up arms and defy Hitler and Mussolini. Given that the United States in 1940 had more than a year of neutrality ahead of it, and no strong desire to embroil itself in Europe's civil strife (remember, it was Hitler who declared war on the USA, not the other way round) it is surprising that Chaplin was allowed to distribute this immoderate polemic.<br /><br />The story involves on the one hand the the vulgar and repellant Hynkel and the reign of terror over which he ineptly presides, and life in the jewish ghetto where every single person is friendly, humane, brave, etc., etc, Chaplin is Hynkel, and he also plays The Jewish Barber, the little hero of the ghetto (The Tramp in all but name). Needless to say, Chaplin writes, directs, stars, composes the music and does the catering.<br /><br />In 1940 the full truth was not yet known about the Third Reich, and Chaplin can be forgiven for having something less than perfect historical foresight, but even by the standards of the day he gets Hitler badly wrong. A comedian and a sentimentalist, Chaplin tries to ridicule Hitler by making Hynkel silly and hapless. All this does is to humanise him. When Hynkel the not-very-warlike soldier fools around with the big gun and the upside-down aeroplane, he becomes endearing rather than despicable. As dictator, he inspects his subordinates' technical innovations which don't work (the parachute hat, the bulletproof uniform etc.) and these passages are meant to make us think that the real-life Nazis are incompetent and can be swept aside. In fact, Hynkel's regime is made cute and likeable by its bumbling bodgery.<br /><br />In truth, Chaplin's day had already passed when he made this ill-considered polemic. At heart, he was still a dinosaur of the silent screen (check out the humour, with gags like staggering up and down the street semi-conscious, or the pantomime of the coins in the puddings). The hero Schultz is meant to represent a yardstick of European decency against which Hynkel can be judged, but Schultz looks more like a character from operetta than a Nazi. Is it in any way believable that a Schultz figure (if such had existed) would say to the Fuehrer's face, ""your cause is doomed to failure because it's built upon the stupid, ruthless persecution of innocent people""? And how does Schultz come to be in the cellars of the jewish ghetto? If he is the object of an exhaustive manhunt, why does he persist in wearing his Ruritanian uniform? Chaplin did not yet know the full horrors of Auschwitz-Birkenau or Treblinka, but the Nazi concentration camp which he offers us is hopelessly out of kilter with the grim spirit of the age. As usual, Chaplin thinks in terms of 'silent' comedy set-pieces, loosely pegged onto the narrative clothes line. There is the knockabout scrapping with the stormtroopers, shaving a man to the accompaniment of Brahms, and the globe ballet (watch for the segment filmed in reverse).<br /><br />Paulette Goddard is the unremittingly perfect Hannah. Just as the people of the ghetto are impossibly nice, and the jewish haven in Osterlich is ridiculously idyllic, so Hannah is quite literally too good to be true. Brave, defiant, resourceful, hardworking and (of course) beautiful, she is the canary of judaism in the ghetto cage. ""Gee, ain't I cute?"" she asks, after the Barber gives her a make-over. Too cute by far, is the answer. She doesn't come close to ringing true, because Chaplin has made her a caricature. The 'wouldn't it be wonderful?' speech which Chaplin puts into her mouth is typical of the author - too wordy, too emotionally cloying.<br /><br />Jack Oakie is great as Napaloni, the fascist dictator of Bacteria. He brings a whiff of much-needed comic brio to the proceedings, but the film's underlying weakness remains. If Napaloni is silly and ineffective, how can we fear him? And anyway, the stuttering stop-start of the back-projected train is a fine Chaplinesque example of a gag that is persisted with far beyond its comic worth.<br /><br />And where did the Jewish Barber acquire that immaculate Hynkel uniform?",negative,"adenoid hynkel lowly soldier world war one rise subsequent year become ruthless dictator toumania creates aggressive antisemitic war machine cultivates little toothbrush moustache sound like anyone knowbr br safety hollywood chaplin us soapbox exhort europe take arm defy hitler mussolini given united state one thousand , nine hundred forty year neutrality ahead strong desire embroil europe civil strife remember hitler declared war usa way round surprising chaplin allowed distribute immoderate polemicbr br story involves one hand vulgar repellant hynkel reign terror ineptly presides life jewish ghetto every single person friendly humane brave etc etc chaplin hynkel also play jewish barber little hero ghetto tramp name needle say chaplin writes directs star composes music cateringbr br one thousand , nine hundred forty full truth yet known third reich chaplin forgiven something le perfect historical foresight even standard day get hitler badly wrong comedian sentimentalist chaplin try ridicule hitler making hynkel silly hapless humanise hynkel notverywarlike soldier fool around big gun upsidedown aeroplane becomes endearing rather despicable dictator inspects subordinate technical innovation work parachute hat bulletproof uniform etc passage meant make u think reallife nazi incompetent swept aside fact hynkels regime made cute likeable bumbling bodgerybr br truth chaplin day already passed made illconsidered polemic heart still dinosaur silent screen check humour gag like staggering street semiconscious pantomime coin pudding hero schultz meant represent yardstick european decency hynkel judged schultz look like character operetta nazi way believable schultz figure existed would say fuehrers face cause doomed failure built upon stupid ruthless persecution innocent people schultz come cellar jewish ghetto object exhaustive manhunt persist wearing ruritanian uniform chaplin yet know full horror auschwitzbirkenau treblinka nazi concentration camp offer u hopelessly kilter grim spirit age usual chaplin think term silent comedy setpieces loosely pegged onto narrative clothes line knockabout scrapping stormtroopers shaving man accompaniment brahms globe ballet watch segment filmed reversebr br paulette goddard unremittingly perfect hannah people ghetto impossibly nice jewish osterlich ridiculously idyllic hannah quite literally good true brave defiant resourceful hardworking course beautiful canary judaism ghetto cage gee cute asks barber give makeover cute far answer come close ringing true chaplin made caricature wouldnt wonderful speech chaplin put mouth typical author wordy emotionally cloyingbr br jack oakie great napaloni fascist dictator bacteria brings whiff muchneeded comic brio proceeding film underlying weakness remains napaloni silly ineffective fear anyway stuttering stopstart backprojected train fine chaplinesque example gag persisted far beyond comic worthbr br jewish barber acquire immaculate hynkel uniform"
"Highly regarded at release, but since rather neglected. Immense importance in the history of performing arts. A classic use of embedded plots. One of my favourite films. Why hasn't the soundtrack been re-released?",positive,highly regarded release since rather neglected immense importance history performing art classic use embedded plot one favourite film soundtrack rereleased
"The perfect murder is foiled when a wife(played by Mary Ellen Trainor, once the wife to director Robert Zemeckis, who helmed this episode), who murders her husband with a poker, has the misfortune of receiving a visitor as she is about to move the body outside..an escaped insane madman dressed in a Santa Claus suit(played by a deviously hideous Larry Drake). She fends for her life while trying to find a way of hiding her husband's corpse. She decides to use an ax, once she downs the Santa killer who misses several chances to chop off the woman's head, to frame the killer for her husband's murder. Santa killer locks her in a closet and pursues the woman's daughter as she tries desperate to free herself to save the child.<br /><br />This episode of TALES FROM THE CRYPT just recycles tired material involving the old ""Santa kills"" theme while also adding the oft-used(add nauseum)woman-murders-her-husband-for-a-man-she's-been-cheating-with routine. It's essentially Trainor trying to find a way to avoid being caught with a dead body she kills while also keeping a safe distance from a maniac. There's nothing refreshing or new about this plot which pretty much goes through the motions. Not one of the show's highlights.",negative,perfect murder foiled wifeplayed mary ellen trainor wife director robert zemeckis helmed episode murder husband poker misfortune receiving visitor move body outsidean escaped insane madman dressed santa claus suitplayed deviously hideous larry drake fends life trying find way hiding husband corpse decides use ax down santa killer miss several chance chop woman head frame killer husband murder santa killer lock closet pursues woman daughter try desperate free save childbr br episode tale crypt recycles tired material involving old santa kill theme also adding oftusedadd nauseumwomanmurdersherhusbandforamanshesbeencheatingwith routine essentially trainor trying find way avoid caught dead body kill also keeping safe distance maniac nothing refreshing new plot pretty much go motion one show highlight
"The IMDb plot summary in no way describes the essence of this film. It should have read 'Be prepared to be catapulted back to the prison of the 3rd pew from the back of your family's church at 8 years old, listening to the preacher drone on about God's will while all you can think of is getting back home to your Lego'.<br /><br />It starts off well intentioned, building intrigue by planting some real and surreal clues such as Renny's 'how did the cut on my thumb heal so fast?' moment. It then slowly morphs into a Christian jamboree, sacrificing its plot completely in a wash of evangelistic-induced babble. I believe I counted the use of the word 'pray' about 53 times in a five minute span near the end. After the 31st, I tried to twist the context of the word to its synonym, 'prey'. Sadly, this little mind game of mine made the film at least bearable for the last 20 minutes. Plus it made me laugh whenever a character would say 'prayer' ('preyer' to me) as it became totally zany. Indeed, even my Catholic wife sunk in her chair from boredom, almost to the point of ending up on the floor.<br /><br />For all the salivating Christians who ranked this film 8-10 stars, I suggest sticking with your theology-reinforcing safety standards like Circle Square, The Ten Commandments, anything from Narnia, Jesus Christ Superstar and the like. Stay away from more cerebrally challenging subject matter in films such as Jesus Camp, The God Who Wasn't There, What Would Jesus Buy, or the soon-to-be released Religulous.<br /><br />Maybe Robert Whitlow's book is better.",negative,imdb plot summary way describes essence film read prepared catapulted back prison 3rd pew back family church eight year old listening preacher drone god think getting back home legobr br start well intentioned building intrigue planting real surreal clue rennys cut thumb heal fast moment slowly morphs christian jamboree sacrificing plot completely wash evangelisticinduced babble believe counted use word pray fifty three time five minute span near end 31st tried twist context word synonym prey sadly little mind game mine made film least bearable last twenty minute plus made laugh whenever character would say prayer preyer became totally zany indeed even catholic wife sunk chair boredom almost point ending floorbr br salivating christian ranked film eight hundred ten star suggest sticking theologyreinforcing safety standard like circle square ten commandment anything narnia jesus christ superstar like stay away cerebrally challenging subject matter film jesus camp god would jesus buy soontobe released religulousbr br maybe robert whitlow book better
