,paths,target,contrast,energy,homogeneity,correlation,dissimilarity
14,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated2-rotated1-rotated3.jpg,fracture,61.753478925353924,0.18613524153312075,0.5719283746103219,0.9827844721719606,3.1105413449163457
15,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated2-rotated2-rotated1.jpg,fracture,70.2769465894466,0.20071928125418267,0.5829475707173454,0.9820598296255785,3.250040218790219
16,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated2-rotated2-rotated2.jpg,fracture,70.26389559202057,0.19273487315838053,0.584052680823551,0.9813113027348518,3.0036800193050186
17,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated2-rotated2-rotated3.jpg,fracture,123.09252332689833,0.17580021724342929,0.5773601867076473,0.9639725560205664,3.290842181467182
18,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated2-rotated2.jpg,fracture,85.76492117117117,0.17553440481296625,0.5817178071520568,0.9741105495874964,2.952099420849421
19,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated2-rotated3-rotated1.jpg,fracture,71.7652228120978,0.19171691833377197,0.5699595634126245,0.9803782520668347,3.400679697554698
20,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated2-rotated3-rotated2.jpg,fracture,68.76783703346203,0.20528090716745492,0.5660691551302558,0.9824602922528658,3.7484917953667956
21,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated2-rotated3-rotated3.jpg,fracture,60.428008365508354,0.19621519208248434,0.5701353024566784,0.9838378027958647,3.309403153153152
22,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated3-rotated1-rotated1.jpg,fracture,58.420547779922785,0.17269405794251189,0.5640342479274632,0.9812279303038789,2.948821589446589
23,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated3-rotated1-rotated2.jpg,fracture,58.638231981981974,0.18112588493307183,0.5615543151857583,0.9828125298305962,3.1603120978120978
24,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated3-rotated1-rotated3.jpg,fracture,116.97120334620334,0.1647641779182082,0.5720101057410539,0.9589873275993328,3.2110279922779927
25,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated3-rotated2-rotated1.jpg,fracture,70.7844473938224,0.1721608717565562,0.5987356108874674,0.9784806051176582,2.6586027992277987
26,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated3-rotated2.jpg,fracture,122.9963601994852,0.1793801880351084,0.5793496598529143,0.9641392123302728,3.441099581724582
27,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10-rotated3-rotated3.jpg,fracture,79.9644868082368,0.20439231677265846,0.5622539851319769,0.9796398233712993,4.0332207207207205
28,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/10.jpg,fracture,9.321399644206883,0.18057815279988026,0.7300035554184299,0.9954157200757763,0.926515468255985
29,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated1-rotated1-rotated1.jpg,fracture,216.90502332689834,0.10669078188821185,0.5111110354760221,0.9650928087617133,4.419984716859717
30,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated1-rotated1-rotated2.jpg,fracture,198.00466537966543,0.1203320402621589,0.559809419788499,0.9681624119627383,3.8313626126126135
31,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated1-rotated1-rotated3.jpg,fracture,233.02471444658943,0.11349617806079261,0.5162432404106325,0.9631322693442416,4.626829954954955
32,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated1-rotated1.jpg,fracture,260.9705196267696,0.11352387706670586,0.5240473781474567,0.9590047322544507,4.607625482625483
33,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated1-rotated2-rotated1.jpg,fracture,195.05465733590734,0.11192306632457213,0.5309180589699155,0.9685501167283488,4.029359716859717
34,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated1-rotated2-rotated2.jpg,fracture,194.26069819819818,0.11198182408348267,0.5463975963977844,0.9684473866145867,3.867921492921493
35,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated1-rotated2.jpg,fracture,236.2220881595881,0.11563369590743425,0.52146193969233,0.9626735401682142,4.678692084942084
36,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated1-rotated3-rotated1.jpg,fracture,216.5355534105534,0.11606552224443059,0.5295531028545298,0.9635496590321779,4.374758687258687
37,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated1-rotated3-rotated2.jpg,fracture,208.20145592020592,0.11231539314543819,0.530897783661335,0.9648961387948064,4.222450128700129
38,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated2-rotated1-rotated2.jpg,fracture,192.10537323037323,0.12376559572979352,0.5425301778820878,0.9679881769078227,4.019666988416988
39,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated2-rotated1-rotated3.jpg,fracture,192.10537323037323,0.12376559572979352,0.5425301778820878,0.9679881769078227,4.019666988416988
40,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated2-rotated2-rotated1.jpg,fracture,301.60664012226516,0.15045998923595427,0.48299532187842953,0.9533664909890287,6.304637226512227
41,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated2-rotated2-rotated2.jpg,fracture,297.10366393178884,0.14918411294427097,0.4858409235791686,0.9540825160879397,6.245877574002573
42,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated2-rotated2.jpg,fracture,222.8026463963964,0.1112976123010221,0.52152754821171,0.9644948851849631,4.448922136422137
43,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated2-rotated3-rotated2.jpg,fracture,271.1675514800515,0.13164869657150022,0.4947461757015324,0.9577760260277338,5.5277509652509655
44,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated2-rotated3.jpg,fracture,230.7495575933076,0.11863387449715015,0.5293934344806017,0.9613311818948217,4.446026383526384
45,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated3-rotated1-rotated1.jpg,fracture,213.31813063063063,0.1284633560750626,0.5152638251167319,0.9667933829507368,4.493645431145431
46,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated3-rotated1-rotated3.jpg,fracture,288.1370254182754,0.14411722974528243,0.4871642340056772,0.9554407762172775,6.044481981981982
47,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100-rotated3-rotated2-rotated3.jpg,fracture,260.9043396074646,0.14760781408592474,0.49342358615245724,0.9598948246280814,5.43381998069498
48,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/100.jpg,fracture,50.36567711725884,0.13516795773121915,0.6914924771074109,0.9926356003279027,1.4968752688436344
49,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated1-rotated1-rotated1.jpg,fracture,153.8396677927928,0.13478833573071133,0.4722451969711206,0.9781306837011368,4.922076093951093
50,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated1-rotated1-rotated3.jpg,fracture,161.9929214929215,0.15555181196870202,0.4783581734356442,0.9774418629950564,5.213642213642214
51,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated1-rotated2-rotated2.jpg,fracture,150.99752654440152,0.11424941568423354,0.47561048600727823,0.9776311533286025,4.740890444015443
52,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated1-rotated3-rotated1.jpg,fracture,157.566541988417,0.13631106045602948,0.47271149751313873,0.9776545006578363,4.97604971042471
53,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated1-rotated3-rotated3.jpg,fracture,180.85736406048903,0.1105232588825351,0.47183483043956687,0.973691082579061,4.758787805662806
54,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated1-rotated3.jpg,fracture,156.5160674066924,0.08440226836771059,0.485641949997929,0.9754366868080321,4.429516570141569
55,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated2-rotated1-rotated1.jpg,fracture,128.65548584298583,0.09022000612438304,0.490725817276182,0.9800205194526421,4.078547297297296
56,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated2-rotated1-rotated2.jpg,fracture,140.3261341698842,0.08430158722251707,0.4653362955849014,0.9780000513035332,4.831241956241957
57,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated2-rotated1-rotated3.jpg,fracture,135.25647522522522,0.10931051927148647,0.49239305129071254,0.9796979566992376,4.242639961389961
58,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated2-rotated2-rotated1.jpg,fracture,161.41039253539253,0.07741305386252016,0.4660752497985734,0.9743437036528466,4.661759974259975
59,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated2-rotated2-rotated2.jpg,fracture,150.78428651866153,0.08287210426638868,0.4836947459269141,0.9762175317062819,4.364804536679537
60,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated2-rotated3-rotated2.jpg,fracture,146.3613859395109,0.08760954260820195,0.48483498824670074,0.9772049444760884,4.2961510617760625
61,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated2-rotated3.jpg,fracture,164.18042149292148,0.1171614890485643,0.4757757687466355,0.9759329016227384,4.801801801801801
62,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated2.jpg,fracture,202.38101270913776,0.08421541692435482,0.4559913029171218,0.9683802985958843,5.584600225225227
63,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated3-rotated1-rotated2.jpg,fracture,180.4869691119691,0.11578307263628085,0.4522362932307258,0.9737721137302229,5.685207528957529
64,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated3-rotated1-rotated3.jpg,fracture,184.0179174710425,0.15398642562129908,0.4596579507747309,0.9742773791501443,5.974440958815958
65,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated3-rotated2-rotated1.jpg,fracture,173.72154520592017,0.10669005699499522,0.4544664262909779,0.9746704127166352,5.387367277992277
66,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated3-rotated2.jpg,fracture,166.62190315315314,0.1330316351675245,0.4752901404802084,0.9761548120182224,5.11104407979408
67,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated3-rotated3-rotated1.jpg,fracture,174.43213079150584,0.09611841755998449,0.4542464048447463,0.9741927905881981,5.159527831402832
68,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated3-rotated3-rotated3.jpg,fracture,184.95533703346203,0.15608452036223683,0.459089652509859,0.9741980639432315,6.140826093951095
69,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated3-rotated3.jpg,fracture,194.0423302767053,0.1260302735014837,0.48005879448281386,0.9723503562019812,4.941541988416989
70,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101-rotated3.jpg,fracture,178.45813223938225,0.06939483471083896,0.4574091790316406,0.9699951913586005,5.110923423423424
71,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/101.jpg,fracture,26.452577911110687,0.07024538484359821,0.5011921081016866,0.9953378442327443,2.195055907465263
72,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated1-rotated1-rotated3.jpg,fracture,119.19851994851992,0.16458017495058277,0.5406346364206622,0.9675534839714667,4.828748391248391
73,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated1-rotated1.jpg,fracture,94.10987773487773,0.1469042122151491,0.5685403236227914,0.9736353560467699,3.9112773487773485
74,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated1-rotated2-rotated2.jpg,fracture,106.98928169240668,0.13016829395247145,0.5348356371821024,0.9692130595210947,4.3818975225225225
75,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated1-rotated2.jpg,fracture,129.67857142857144,0.1397869246781915,0.5449486970732985,0.9634718837606462,4.749034749034749
76,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated1-rotated3-rotated3.jpg,fracture,88.9820020913771,0.2027561371752654,0.6535528030986476,0.9757849577437414,3.1617800836550836
77,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated1-rotated3.jpg,fracture,86.84996380308878,0.19704989457314936,0.6541858011129152,0.9761714102489708,3.042812902187902
78,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated1.jpg,fracture,175.1982384169884,0.1324671880617332,0.5323937651707673,0.9498842092695218,5.420004826254827
79,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated2-rotated1-rotated2.jpg,fracture,95.42487129987133,0.1458549856512591,0.5623453032535756,0.9732498477149257,3.9156611969111976
80,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated2-rotated2-rotated1.jpg,fracture,104.44401544401545,0.15688886435679103,0.5735417277293055,0.971105197812368,3.8480936293436296
81,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated2-rotated2-rotated3.jpg,fracture,112.21173182110682,0.157843453637826,0.558320088082423,0.9690245513507117,4.241895913770914
82,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated2-rotated2.jpg,fracture,140.1630268661519,0.13139154144850615,0.5166666227694862,0.9602163244374589,5.177143661518662
83,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated2-rotated3-rotated1.jpg,fracture,111.98091618404118,0.16151415987569956,0.5538156966585476,0.9694707427423508,4.510879182754183
84,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated2-rotated3.jpg,fracture,146.53541264478764,0.17711390412277764,0.5500515303333029,0.9600188532930087,5.172679375804376
85,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated2.jpg,fracture,121.59936052123551,0.14581088253798546,0.5680174309121123,0.9659857619136504,4.3080558236808235
86,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated3-rotated1-rotated2.jpg,fracture,154.94437741312746,0.15259973105850633,0.5306172077648961,0.9570585635150336,5.36478442728443
87,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated3-rotated1-rotated3.jpg,fracture,113.01254826254825,0.14336607769205145,0.544911457510552,0.9684629944480713,4.46412483912484
88,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated3-rotated1.jpg,fracture,86.05924227799227,0.18502578874046877,0.6295350127092101,0.9762919277813782,3.2006113256113253
89,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated3-rotated2-rotated2.jpg,fracture,123.47691441441442,0.13276634838688509,0.5171828261033485,0.9648243912710438,4.9529842342342345
90,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated3-rotated2-rotated3.jpg,fracture,132.18969192406695,0.15665986684403221,0.5293302719768669,0.9633131343129419,5.100205115830117
91,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated3-rotated2.jpg,fracture,115.03778555341054,0.1680659241472301,0.5968856487006551,0.9683955658976846,3.760597651222651
92,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated3-rotated3-rotated3.jpg,fracture,123.27873632561132,0.17281581263752632,0.5428028956006453,0.9661342426698666,4.918697715572716
93,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated3-rotated3.jpg,fracture,80.0811615186615,0.1778675150534933,0.6162827712064769,0.9779209453162026,3.238618082368082
94,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102-rotated3.jpg,fracture,120.1342101029601,0.1488022659072599,0.5703738076058738,0.966505527666788,4.271034427284427
95,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/102.jpg,fracture,16.037953204570613,0.18716394709483644,0.7742190841074391,0.9952833589816763,1.0001109332974503
96,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated1-rotated1-rotated1.jpg,fracture,123.52881676319174,0.20563197786680043,0.5743303218543865,0.9793556098046111,4.09706805019305
97,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated1-rotated1-rotated2.jpg,fracture,90.17191521879025,0.20767578747302917,0.5774587918782517,0.9854753257764319,3.939490830115831
98,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated1-rotated1-rotated3.jpg,fracture,112.69049629987128,0.21611650798812115,0.5586028254086228,0.9824464955036836,4.579613095238095
99,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated1-rotated2-rotated2.jpg,fracture,76.80616554054055,0.20542043181704592,0.586438387223231,0.987525121566038,3.6486687580437587
100,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated1-rotated2-rotated3.jpg,fracture,158.484013030888,0.213221681101562,0.5429387292659187,0.9755909595474398,5.360420688545689
101,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated1-rotated2.jpg,fracture,116.09117599742598,0.20903749490032533,0.5846830794725865,0.9802627310028315,4.133244851994852
102,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated1-rotated3-rotated2.jpg,fracture,92.32175032175034,0.2116854841161744,0.5704330764504356,0.9852363144463206,4.034185971685972
103,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated1-rotated3-rotated3.jpg,fracture,133.46024372586874,0.20422853125722681,0.5718763426081651,0.9785829230344677,4.4410191441441444
104,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated1-rotated3.jpg,fracture,98.00311695624195,0.20559133683982142,0.577003268979584,0.9837722342997395,4.061836389961389
105,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated1.jpg,fracture,141.71086711711712,0.2155049365372465,0.585896024528887,0.9761606165570635,4.375160875160875
106,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated2-rotated1-rotated1.jpg,fracture,114.11671492921492,0.20673261407861626,0.5938301764277993,0.9814681084781667,3.9241071428571432
107,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated2-rotated1-rotated2.jpg,fracture,115.46474823037322,0.20537342300416422,0.5908730787695302,0.9812985676530834,3.9575892857142856
108,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated2-rotated1-rotated3.jpg,fracture,131.47341537966534,0.21277024811934267,0.5801795898619369,0.9792772551668303,4.423463642213642
109,C:/Users/Akshat Mittu/Desktop/Model Monitoring Dashboard/pages/models/Bone Fracture Detection/Baseline/fracture/103-rotated2-rotated1.jpg,fracture,115.44976673101675,0.1952690907159923,0.5613857089691666,0.981180567288461,4.272401866151867
