,Unnamed: 0,text,target
13,4191,"Raheem Sterling has admitted he is not ready to sign a new contract at Liverpool deal despite being offered a £100,000-a-week deal to stay with the Merseyside club. The 20-year-old wideman edged closer towards an Anfield exit after revealing in an interview with the BBC on Wednesday that he would have signed for a lot less a year ago. However, despite being one of Liverpool's star men, Sterling has struggled to repeat the impressive form he showed for the Reds last season. The England international has managed just six goals this season - one less than Stoke frontman Jon Walters - while his conversion rate and minutes per goal ratio have worsened as the graphic below shows. Raheem Sterling has managed just six goals this season - one less than Stoke forward Jon Walters (left)","Sterling has admitted he is not ready to sign a new contract at Anfield. The 20-year-old has been offered £100,000-a-week deal by the Reds. Sterling has managed just six goals this season - one less than Stoke forward Jon Walters."
14,9933,"For many people there is nothing worse than wasting food, especially when it comes to that half eaten loaf of bread. But now Bon Apetit has come up with a genius way to revive your stale loaf and it involves running it under the tap. And whilst it might sound like an unusual move, they promise that this trick will revive your crusty old bread before dinner time. Bon Apetit have revealed that the best way to revive a stale loaf of bread is to run it under water before baking it in the oven . The first step they suggest is to take your stale bread and run it under your tap. It doesn't matter if the water is hot or cold but you should try to keep the cut edge away from the direct flow of water. Then turn your oven on to a warm temperature - around 150 degrees - and stick the bread inside. For a small loaf you need to allow around 6-7 minutes and for a large, or particularly wet one, around 12 to 13 minutes. The experts say it works because: 'The water turns to steam, which rehydrates the bread’s crumb, or interior, while the heat of the oven firms up the crust.' When you have wet your bread put it in the oven for between 6 and 13 minutes depending on how large and how wet the loaf is . Femail spoke to Lifesum nutritionist Luvisa Nilsson who said that the water trick does actually work, but you must make sure to eat the bread that same day. 'Whilst there might not be any obvious health risks whilst using the water/heat method, it is beneficial not to waste food,' she said.' 'Once you have put your ‘watered’ bread in the oven or microwave, make sure you eat it within the day, as the warmth and damp may potentially harbour bacteria. Nutritionist Luvisa Nillson says that you should be careful to check that your bread is not mouldy and make sure to eat it within one day . She continued: 'There is however a difference between stale and mouldy bread, and you must watch out for mould. 'Bread should be disposed off if it has orange, green, yellow or black spots as these can be harmful to your gut and cause severe discomfort and stomach ache. 'When bread goes stale it is usually a good sign that It is about to go mouldy, so give the bread a thorough check before consuming.'",Bon Apetit have revealed that the best way to revive a stale loaf is to run it under the tap before baking it in the oven. The experts say you can do this by putting the bread inside the oven for 6 to 13 minutes depending on how large and how wet it is.
15,7516,"Samantha says she thinks she's 'fabulous' I sprung out of bed this morning and examined myself in the full-length bedroom mirror, and I can honestly say that there’s never a day when I would rather be someone else. The woman looking back at me? She’s gorgeous, intelligent and fabulous! Quite simply, I adore who I am – inside and out. I’m no narcissist – I’m perfectly aware I have flaws, but they’re deliciously wrapped up in the very unique moi. I’ve grown to love my nose that tilts ever so slightly to the right, my hourglass figure that boasts slightly-too-large hips, and my green-sometimes-grey eyes. I’m a size 10, but even so I could do with dropping 10lbs. But as long as I don’t mind, who cares? Which is why I’m utterly peeved about Dove's latest campaign results. How humiliating to film women in a public place ‘choosing’ to walk through a door marked either ‘beautiful’ or ‘average’. Talk about putting the meeker sex on the spot. It's hardly a big surprise the survey discovered 96 per cent of women chose the 'average' option. From my experience, most women would rather strut out in public as naked as the day they were born than  freely admit that not only are they good-looking, but they’re also (whisper it) beautiful. Why is this? Numerous university studies have been carried out (I know this because their authors send them to me) and they have all come up with the same conclusion – it’s self-protection. If women don’t fit in with their (usually older, fatter, less attractive) female peers, then those who are good-looking won’t get hired for jobs by the fairer sex; their careers will stall if their boss is female and they’ll routinely receive their P45 for nothing more heinous than boasting a lovely smile. And this is what really exasperates me: it isn’t society that won’t let us admit that we’re beautiful – it’s the very same members of our own sex who hold us back. Even though I’m an un-Botoxed, un-surgically enhanced 44-year-old, I would have marched through the entrance marked beautiful without giving it a second thought. I’m extremely comfortable in my skin. Haters: Samantha has received death threats for standing up and saying 'I'm beautiful' This confidence annoys the heck out of other women. You might have read what I’ve written about this problem, in an article published in April 2012. It received almost 5,000 comments online and suddenly I was a global name. The earth turned on its axis as one woman - me - was up for admitting: ‘I like how I look and other women have a problem with it.’ Since then I’ve been ridiculed, received death threats, told I’m off my rocker. Just last week I received yet another email from a woman titled ‘please read me’ which went on at length to tell me I was ‘an arrogant, cocky woman’. Little wonder only four per cent of women were brave enough to walk through a door marked 'beautiful' in the Dove campaign. Critical: Samantha claims Dove's campaign works because it exploits our need to act modestly . My personal take on this experiment is devastatingly simple: we’d rather fit in and humiliate ourselves by claiming to be average than give our fellow 'fairer' sex any more ammunition than we've got already against each other. My view is supported by the thousands of emails I’ve received over the years from women routinely humiliated, bullied and singled out by their female peers for daring to think they look good. The emails depressingly cover the same ground wherever they live in the world. Whether they’re teenagers at school in the US, middle-aged mums in Australia or women in the workplace in the UK: if they rate themselves, display confidence, or dare to say they look good they get bullied or socially ostracised. A recent plea from a young women in how to deal with her critics was this: . ‘I have just looked up your article, it’s my life in black and white. I tried dressing down, not wearing too much make up, unfashionable clothes and flat shoes. Reaching out: Samantha receives letters from teens who get bullied for being beautiful . 'I am confident and friendly, men open doors for me, they are polite. But some women are awful to me as a result of it. 'I am fed up with it, angry about it, annoyed with it. I feel like a complete nothing and nobody; maybe that’s what I should be to be accepted.’ Another woman was banned by her mean-minded (older) female boss for wearing heels to work: they were a ‘health hazard’. What health and safety offense could she cause wearing stilettos while working as a receptionist? The mind boggles. How awful that these women are treated this way. It's little wonder so many of the fairer sex refuse to acknowledge that they are good-looking, which is ironic because so many do it in private – behind the anonymity of social media. We know how to photograph ourselves well thanks to selfies and social media sites such as Instagram. We can iron out wrinkles, banish zits, magically award ourselves a thigh gap or hip dip. In the Dove campaign, women were asked to choose between a door marked 'beautiful' or 'average' Yet to admit to the world ‘yeah, I look good’ means we risk incurring the wrath of other women. We have to be display modesty at all times - which is why Dove's campaign works brilliantly. I’m not some superior Type A female who doesn’t recognise that there are some who don’t feel happy about themselves. Yet such feelings of low self-esteem seem to go hand in hand with the desire to criticise and target others in order to restore an illusion of self worth. Any female trolls ousted usually blame their behaviour on a crisis of confidence. Ironically, they are the only ones who can help themselves - but picking on others isn't the way to go about it. In 2015, we desperately need a seismic shift in female societal thinking so that women can say loud and proud that they’re beautiful - and not fear reprisals. Otherwise cynical advertising campaigns - in a bid to flog toiletries - will continue to exploit us just like this one has 'beautifully' done.","Dove's latest campaign sees women humiliated and singled out for being beautiful. Many women would rather admit they are good-looking, but only four per cent were brave enough to walk through the door marked 'beautiful'"
16,7834,"A student has become an online sensation after powering his Cambridge college to glory in the final of University Challenge. Ted Loveday managed to answer 10 starter questions in the last round of the BBC quiz show, helping Gonville and Caius College, Cambridge defeat Magdalen College, Oxford. Viewers were astounded by his general knowledge prowess - but the law student has now admitted that he had help from some unlikely sources. Scroll down for video . Star: Ted Loveday has powered Gonville and Caius College, Cambridge to victory in University Challenge . Mr Loveday revealed after his team's triumph that they had revised for the programme by watching YouTube videos and researching possible questions on Wikipedia. Gonville and Caius won the University Challenge title by amassing 225 points against Magdalen in the final, broadcast on BBC Two on Monday night. The team's victory was largely thanks to Mr Loveday, who provided the correct response to 10 'starter for 10' questions posed by presenter Jeremy Paxman. His range of expert topics ranged from foreign languages to economics and politics, via science and classical music. In the wake of the team's win, University Challenge viewers took to the internet to express their admiration for Mr Loveday - and the cable-knit jumpers he sported on screen. Team: The Cambridge students thrashed their opponents from Magdalen College, Cambridge . Quizmaster: The BBC Two show is hosted by Jeremy Paxman, notorious for his aggressive putdowns . 1) 'This long run is a misleading guide to current affairs. In the long run we're all dead.' These are the words of which economist? 2) 'They illustrate the temper of a pre-revolutionary age, when there is widespread desire for moderate reform.' These words of Bertrand Russell refer to which two figures of the northern Renaissance born respectively in London and Rotterdam? 3) What five-letter word means a stupid or silly woman in Mexican Spanish, a university canteen in German and in the English-speaking world an organisation founded in 1946 for people with high IQs? 4) During the 20th century, which Conservative Prime Minister's cabinet included that party's previous and subsequent Prime Ministers, both of whom served for the whole of its period in office, the former as Foreign Secretary and the latter as Secretary of State for Education? 5) 'The first known instance of the application of algorithmic thinking to a field outside logic and mathematics.' These words refer to a grammar of which language by the Gandharian scholar Panini? 6) Memoirs of a Dutiful Daughter is an autobiographical work by which French author? It recounts her stifling and respectable upbringing and how she revolted against it at the Sorbonne with Jean-Paul Sartre. 7) Inspired by the artworks of Viktor Hartmann, 'The Gnome', 'The Hut on Fowl's Legs' and 'The Great Gate of Kiev' are among the 10 movements that comprise which suite by Mussorgsky? 8) John F Kennedy's statement that 'mankind must put an end to war or war will put an end to mankind' is an example of what figure of speech named after the 22nd letter of the Greek alphabet? 9) From the Greek for 'unguent', what five-letter term denotes a complex of molten silicates with water and gases formed within the upper mantle of the earth? 10) Meaning 'said only once', what two-word Greek term denotes a word or word-form that is recorded only once in a text, in the work of a particular author, or in a body of literature? Scroll down to see the answers . Matt Stephens wrote on Twitter, 'Cable-knit jumper in excelsis,' while Jack Clayton added: 'After that performance, Loveday is going to be fighting off the groupies with a trident.' Paul Coxon, a Cambridge physicist, made a reference to the contestant's constant sips of water, joking: 'Loveday needs to drink so much water because he IS ON FIRE.' Mr Loveday even made an appearance on a blog called 'University Challenge Cuties', which said he was 'the definition of a UC cutie'. Speaking after his team's victory, Mr Loveday revealed that he had used the internet to finesse his quizzing skills ahead of filming - and suggested that University Challenge is not as intellectual as it might seem. 'We'd put aside regular times to sit down together in the college bar, watch past episodes on YouTube and try to shout the answers at the telly before any of the contestants buzzed,' he told the Gonville and Caius website. That was really helpful for improving our reaction speeds. 'Sometimes question-setters really like a particular area and they'll keep coming back to it. For instance, they're a bit obsessed with Pre-Raphaelite paintings, so we binged on some Wikipedia articles to make sure we were familiar with them. It paid off because we had a whole picture round on the Pre-Raphaelites! 'University Challenge isn't about deep understanding - it's about very wide, superficial knowledge combined with quick recall.' He also revealed that Jeremy Paxman treats the show's contestants generously despite his fierce reputation - Mr Loveday said: 'He knows you're just students and doesn't expect you to be as tough as the politicians he interviews. 'Having said that, he can be needlessly harsh in his put-downs to losing teams.' The quiz champion offered some advice for other students hoping to follow in his footsteps, saying that the key to success is simply watching the show and looking up the answers when necessary. 'I know some of the questions on the show can seem fairly intimidating and high-brow,' he said. 'But there's no magic secret to it - all the answers will be out there on Wikipedia somewhere. 'If you find a question daunting, look it up online and read about the answer. Next time it comes up, it won't be daunting any more.' Mr Loveday grew up in west London and went to Latymer Upper School, a leading private school in Hammersmith. This year was not the first time he tried to appear on University Challenge - last year he applied for the Gonville and Caius team, but did not make the cut. He follows in the footsteps of other notable champions such as Gail Trimble, who impressed even Mr Paxman when she captained Corpus Christi College, Oxford in 2009. Almost: Stephen Fry came second in the 1980 edition of University Challenge with Queens' College, Cambridge . For many University Challenge contestants, winning the show is a prelude to a successful career. But an unlucky few never reach the same heights again, and end up unable to make the most of their talents - or worse. Tony Gillham, who won the show in 2003 as a member of the Birkbeck College team, struggled with alcoholism after his victory. He said that he was even drunk while competing in the quiz - and suggested that winning was a poisoned chalice, because it convinced him that he could function properly despite his drinking. John Burke, a champion in 1999, ended up working as a postman despite his intellectual firepower. Six years ago he told a documentary: 'I'm certainly capable of a lot more than just delivering bits of paper. I've got a lot of other capabilities and I'm not really fulfilling my potential.' Champions to have found success after their University Challenge days include Kwasi Kwarteng and David Lidington, both Conservative MPs, who each won the contest while studying at Cambridge. Comedian Stephen Fry came close to joining their ranks in the quiz elite when he was part of the Queens' College, Cambridge team which came second in 1980. THE ANSWERS: 1) John Maynard Keynes; 2) Erasmus and Thomas More; 3) Mensa; 4) Ted Heath; 5) Sanskrit; 6) Simone de Beauvoir; 7) Pictures of an Exhibition; 8) Chiasmus; 9) Magma; 10) Hapax legomenon .",Ted Loveday powered Gonville and Caius College to victory in the final. He revealed he had revised for the show by watching YouTube videos. But he admitted he had helped his team with some of the questions.
17,8106,"She costs taxpayers more than £39,000 a year in benefits. And now Cheryl Prudham, a pregnant mother of 11, is blowing some of that cash on a £10,000 trip to Las Vegas, it was reported yesterday. The 33-year-old is said to be planning to renew her wedding vows with her husband Robert, 30, during the ‘no expense spared’ jaunt. Shameless: Cheryl Prudham, 33, who receives £39,000 in benefits, and her partner Robert are spending £10,000 on a lavish ceremony in Las Vegas to renew their wedding vows . Browsing: The couple, who hit headlines last year after demanding a bigger council house for their huge brood, visited her local Thomson travel agents in Kent to book the luxury family break . The pair, who have only just got back together after a short split because they want to have more children, were photographed this week visiting their local Thomson travel agent and taking away brochures for the American casino city. Mrs Prudham – who was also recently spotted flaunting an £895 Mulberry handbag as she strolled near their home in Gravesend, Kent – plans to wear a £1,000 designer gown for the ceremony. The couple will stay at the Circus Circus hotel and intend to renew their vows at the infamous Chapel of Love, before being whisked away in a chauffeur-driven limousine. They have also booked to see some shows and go on a helicopter tour across Nevada, a Sunday newspaper reported. It is not their first taxpayer-funded jaunt. Last year they took a £7,000 trip to Menorca, Spain. Mrs Prudham told Closer magazine at the time: ‘I don’t feel bad about using taxpayers’ money. We’re entitled to a holiday.’ The Prudhams claim £39,192 in benefits a year on top of Mr Prudham’s monthly salary of £1,600 as a delivery driver – bringing their total annual income up to almost £60,000. Planning: The duo are planning to fly to the U.S. in March for the two-week 'no-expense spared' break . Lavish: Last month, Mr and Mrs Prudham and some of their children were spotted leaving a designer shop in London . They managed to avoid the Government’s £26,000-a-year cap on state handouts because Mr Prudham works enough hours to claim working tax credit. The pair separated for a short time after Mr Prudham, who is the father of Mrs Prudham’s five youngest children, struck up a relationship with another woman online. But Mrs Prudham took him back in February because she wanted to have more children with him. She said: ‘We’re good at making babies ... and I get more in benefits with every child I have, so I can afford a big family.’ Her 12th child is due in July and the family, who live in a five-bedroom council house, are waiting to be upgraded to a seven-bedroom home because their current one is ‘too cramped’. Last month, the family attracted attention over their lifestyle when they were photographed leaving a Mulberry store at Westfield shopping centre in Stratford, East London. The brand’s handbags are seen as the height of luxury thanks to the fine leather used and the eye-watering prices to match. Mrs Prudham left the store with a shopping bag – thought to contain the much-coveted £895 Bayswater handbag she was recently spotted with. Happy families: The couple have been together six years, and Mr Prudham is the father of his wife’s five youngest children . Huge brood: The family get £39,192 in handouts a year on top of Mr Prudham’s monthly salary of £1,600 as a delivery driver – taking their annual income to nearly £60,000 .","Cheryl Prudham, 33, and partner Robert, 30, are in Las Vegas to renew their vows. The couple have only just got back together after a short split because they want to have more children. They were photographed this week visiting their local Thomson travel agent and taking away brochures for the casino city."
18,5013,"Tottenham boss Mauricio Pochettino is convinced there is more to come from striker Harry Kane after seeing him plunder his 30th goal of the season. Kane became the first Spurs player since Gary Lineker to reach the 30-mark with a late strike in his side's 3-1 Barclays Premier League victory at Newcastle on Sunday. However, Pochettino is convinced the 21-year-old England hitman can improve further as he continues to make his way in the game. Harry Kane calmly slots Tottenham's third goal in time added on after coming one-on-one with Krul . Kane celebrates putting the result beyond doubt as Spurs claim a 3-1 win over Newcastle . He said: 'He has big potential. He is young and this is his first full season in the first team. We need to push him to try to improve his level because he has the potential to improve. 'It's a fantastic achievement and I congratulate him. He deserves this moment because he has worked a lot. It's an historic thing. 'He's happy in the changing room and all his team-mates are happy, and I think all our supporters and the club are happy at his achievement.' If it was Kane who put the icing on the cake at St James' Park, it was Nacer Chadli and Christian Eriksen who paved the way for his late contribution as the visitors condemned Newcastle to a sixth successive league defeat. Chadli fired them in front on the half-hour and after Jack Colback had levelled 20 seconds after the restart, Eriksen scored with a free-kick which evaded all the yellow shirts in the middle and defeated keeper Tim Krul. Kane killed off any hopes of a second fightback when he rounded off a 91st-minute break to leave Pochettino delighted. Tottenham striker Kane at full stretch as he is chased down by Newcastle captain Fabricio Coloccini . Kane celebrates his goal against Newcastle as opposition goalkeeper Tim Krul looks on in despair . He said: 'We fully deserved the victory and the three points. I think our performance was better than Newcastle's and I am very pleased for our players. 'I am happy to recover this feeling after the last two games - that wasn't good and it's important to feel victory again.' It proved a difficult day for opposite number John Carver, whose side had to contend not only with Tottenham, but a boycott by some of their own fans. Kane is assessed early in the match after inadvertently being caught in the head by the arm of Vernon Anita . Carver insisted that had little impact - the official attendance at the 52,000-capacity stadium was 47,427 - but admitted the Magpies, who are currently seven points clear of the drop zone, are engaged in a survival fight. He said: 'Absolutely, we're in amongst it, there's no danger of that, because you have got sides - and I'll use Leicester as an example - who are winning games. We aren't. Jack Colback is in the right place at the right time to pounce on a loose ball in the midfield and equalise . Newcastle players join Colback as the hard-working midfielder pounces on a loose ball in the area . 'But we have got to find a way of trying to find some points and put some points on the board. We have to come up with a solution, I have to come up with a solution. 'I have to find a method of trying to play now that might not be pretty on the eye, but I need to find a way of getting some results, getting some points. People might not like what they see, but I'm going to have to do it.' Colback jumps for joy after his fourth goal of the season, all of which have been scored at home . Fans applaud Newcastle's goals while one holds up a 'Love NUFC, Not Ashley' sign during the game . Geordie Carver was installed as Alan Pardew's replacement until the end of the season in January, and has found himself in the firing line virtually ever since, although he is refusing to throw in the towel. He said: 'It's probably the most difficult situation I have ever been in. But I'm a fighter and I'm not going to shirk anything. I'll take the stick and I'll take the responsibility because that's the type of person I am. 'But I'm not going to give up on it. Yes, I'm angry and I'm annoyed, and I've got my own thoughts in my head that will stay private. But I have just got to get on with it because nobody else is going to do it.' A plane hired by the supporters of rivals Sunderland heap misery on Newcastle United . 'We don't demand a team that wins, we demand a team that tries,' reads banner outside St James' Park .",Spurs beat Newcastle 3-1 in their premier league clash. Harry Kane scored his 30th goal of the season at St James' Park. Nacer Chadli and Christian Eriksen also added to the scores.
19,3519,"(CNN)ESPN's Britt McHenry this week found herself in the news, rather than reporting on it, after a video surfaced showing her berating and belittling an employee of a tow company in Arlington, Virginia. Among the highlights, as caught on tape and eventually uploaded to LiveLeak: ""I'm on television and you're in a f**king trailer, honey,"" and ""I wouldn't work at a scumbag place like this. Makes my skin crawl even being here."" And, finally, ""Lose some weight, baby girl."" It's pretty cringe-worthy stuff that seems difficult, if not impossible, to defend. McHenry quickly issued an apology, blaming the incident on a moment of intense frustration but admitting her mistake and accepting responsibility. It was, however, too late: the #firebrittmchenry hashtag was already trending on Twitter, where she was called everything from classist, class-less, and ""ugly on the inside"" to a ""sad, self-hating coward."" ESPN, meanwhile, announced that McHenry would be suspended for a week. Certainly McHenry should have known better than to have used such words, even if that's what she was thinking, least of all because in our YouTube age, such missteps always come to light. But while McHenry's reaction could very well have been a result of an overblown sense of entitlement, evidence of a mean girl who never left high school, what's also troubling is how quickly and gleefully the rest of us issued blame on McHenry without fully knowing -- or, it seems, caring about -- the other side of the story. The video that was released -- by the tow company -- was heavily edited and included only McHenry's responses, not the comments of the employee who may have provoked her and contributed to an argument that clearly escalates as the video goes on. McHenry knew she was being taped; at one point, she looks directly at the camera. The employee even threatens to make the video public. Did McHenry keep going because she has that much of a self-destructive streak? Or because she truly could not help herself? Or was she confident that any video evidence would show that there were two people playing this particular game? How Britt McHenry could have responded . These days, there's nothing we love more than an example of a celebrity fall from grace, whether it's Lindsay Lohan or Brian Williams or Britt McHenry, who was judged not on the facts but on what we take particular joy in believing: that the over-privileged and semi-famous do not necessarily deserve a fair trial. The high price of public shaming online . Sure, McHenry probably feels entitled, but that's our doing, too. We're a society obsessed with putting celebrities on a pedestal -- celebrating them, compensating them. And yet when, in a moment of frustration and stress, McHenry lets the entitlement bestowed on her win out over taking a deep breath and walking away, we're right there to demand to know what gives her the nerve. You know what gives her the nerve? We do. (Be honest: When is the last time you had a warm and fuzzy experience at the tow lot?) But we're really no better than she is. The problem with social media, and our dependence on it, is that it allows people to present and receive whatever angle they want, biased or not, fair or not. It's the ""power of the press"" without the objectivity or accountability demanded of the actual press. And it has enabled a dangerous vigilantism that makes those who use that power no different from the ones they are supposedly rallying against. Think about it. Who was worse: McHenry or the people who made that video public, and who did so without owning up to their part in the conversation? Who is worse: Britt McHenry for childishly mocking a confrontational tow employee's bad teeth, or the Twitter masses who call for justice and ""the return of class"" -- who express views like, ""Part of me feels bad for Britt McHenry. Poor thing actually believes she was hired for 'brains' and 'education'? Shouldn't they question whether, in fact, McHenry could have actually been standing up for herself? Sorry to break it to you, but these days, we're all bullies. At least Britt McHenry owns up to it.","Britt McHenry was filmed mocking an employee of a tow company in Arlington, VA. She quickly issued an apology, but admitted she was entitled. The problem with social media is that it allows people to present and receive whatever angle they want, without fully knowing -- or caring -- the other side of the story."
20,7092,"An unidentified male concert-goer has come under fire for his offensive choice of festival fashion after he was photographed at  Coachella wearing a T-shirt emblazoned with the words 'Eat Sleep Rape Repeat'. The snapshot, which shows the man giving the peace sign as he flaunts his controversial shirt  at the festival held in Indio, California, sparked outrage after it was shared on Twitter on Sunday by Jemayel Khawaja, the managing editor of Vice's music and culture channel Thump. 'This guy wins the award for worst fashion/lifestyle choices @coachella. I'm not easy to offend, but this is sh**** [sic],' he tweeted along with the picture. Tasteless choice: An unidentified concert goer has come under fire for wearing a T-shirt featuring the words 'Eat Sleep Rape Repeat' (pictured) to Coachella on Sunday . First person account: The offensive photograph was shared by Jemayel Khawaja, the managing editor for Vice's music and culture channel Thump . The distasteful choice of words on the concert goer's shirt are thought to be a play on the Fatboy Slim song Eat Sleep Rave Repeat, which was released in 2013. '@JemayelK I thought at first this said ""eat sleep rave repeat"" until I read it carefully. Wtf [sic],' one critic commented on Jemayel's post. Another added: '@JemayelK @hannahgais @coachella can't even understand why someone would think that's funny... Or wearable in public [sic].' There were some who were willing to give the unidentified man the benefit of the doubt however, suggesting that the image may have been edited in order to make the garment appear more offensive than it actually was. Shameful shirt: Many commenters on Twitter wrote that they were shocked that someone would wear such an offensive top in public . Misspelling: Sam Houston questioned whether the shirt was real or not, hoping that the unidentified male's shirt was meant to say 'Rage' instead of 'Rape' Shout out: Meanwhile, Ben Gomori chose to insult the wearer of the shirt, calling him a 'F****** p****' '@JemayelK @coachella Is that real? I imagine it was meant to say “RAGE”? [sic],' one critic asked, while someone else added: '@JemayelK please say that's photoshopped?? [sic]' But Jemayel confirmed that he had taken the snapshot and seen the shirt with his own two eyes after one Twitter user asked: 'Before I jump on the appropriate rage wagon, did you take this picture yourself?' 'Yeah I did. Rage away,' he replied. The shirt, which doesn’t appear to be sold online, may have been custom-made for the event. Meanwhile, someone else confirmed that another Coachella reveler had taken to Twitter on Sunday to share their disgust after running into the man in the controversial T-shirt. Fashion faux pas: Another Twitter user revealed that she also saw the man wearing the controversial T-shirt . Shake it off: But not everyone was upset by the shirt. This person criticized Jemayel and told him to focus on 'real issues' 'The most inappropriate shirt at #Coachella goes to the guy wearing one that says ""Eat Sleep Rape Repeat"" - what the actual f***? [sic]' she wrote. Although not everyone agreed with a majority of the public's outrage. One Twitter commented on Jemayel's photo, writing: 'If this offends you, you're a p****. Grow a sack and focus on real issues, not feminist honeypot garbage.' Amid the debate over the questionable T-shirt, the first weekend of Coachella came to a close last night after Madonna planted a kiss on Drake, who looked horrified after the impromptu make-out session. The music festival will start again on Friday with performances from ACDC, Azealia Banks, Alabama Shakes and more. If you know who this man is, email DailyMail.com at tips@dailymail.co.uk .","Unidentified concert-goer photographed wearing T-shirt emblazoned with the words 'Eat Sleep Rape Repeat' shirt was shared on Twitter on Sunday by Jemayel Khawaja, the managing editor for Vice's music and culture channel Thump. Some commenters suggested that the shirt was edited to make it appear more offensive than it actually is. But others took to Twitter to criticize Jemayel and tell him to focus on real issues."
21,8402,"Eerie footage has emerged showing a mysterious 100 metre-wide black ring of smoke floating over clear skies in Kazakhstan - convincing locals it was caused by a UFO. The clip was filmed on Saturday in Shortandy village, 40 miles north of the capital Astana, and captures the  cloud hovering in the sky for 15 minutes before suddenly vanishing without trace. The video has been viewed more than 50,000 times since being uploaded to YouTube, prompting all manner of bizarre explanations for the phenomenon - with many seemingly convinced it is definitive proof of extra-terrestrial life. Spine-chilling: The creepy footage shows a mysterious 100 metre-wide black ring of smoke floating over clear skies in Kazakhstan - convincing locals it was caused by a UFO . Confused locals watched the mysterious cloud hover ominously over Shortandy for a quarter of an hour on Saturday morning before it vanished as quickly as it appeared. Once the cloud had rapidly dispersed, no trace of it was left in the sky. Speaking to local news website Today.kz, villager Oleg Menshikov said: 'It was like a black cloud. We saw it at around 4 pm on April 3. It dissipated like smoke, but it was completely odourless.' Within minutes of the video being shared online, YouTube users began to question whether the thick black hoop was an alien spacecraft, while others suggested it might just be cigarette smoke immediately in front of the camera but giving the perception it is in the sky. Others thought the cloud was likely to be a naturally occurring weather event known as a thermal microburst, which is caused by a falling mass of warm air. Mysterious: The clip was filmed on Saturday in Shortandy village, 40 miles north of the capital Astana, and captures the cloud hovering in the sky for 15 minutes before suddenly vanishing without trace . Dispersing rapidly: Confused locals watched the mysterious cloud hover ominously over Shortandy for a quarter of an hour on Saturday morning before it vanished as quickly as it appeared . Experts believe the cloud was roughly 100 metres in diameter and floated close to a mile in the air. Speaking to Russia Today, Andrey Solodovnik - associate physics professor at the Northern Kazakhstan State University - dismissed suggestions the cloud was caused by aliens. He said that based on similar clouds seen in the skies in recent years, the giant black hoop was likely to have been little more than a smoke ring generated by combustion at nearby factories. Plenty of industrial machinery is known to create ring-shaped clouds of smoke, though these are usually lighter-coloured, considerably less dense and vanish in just one or two minutes. In the latest instance it is likely the cloud was far more visible and hung around in the sky for much longer than usual for the simple reason it was cloudless day with little to no wind.","Eerie footage shows 100 metre-wide black hoop of smoke floating in Kazakhstan. Cloud was over Shortandy village, 40 miles north of Astana. Video has been viewed more than 50,000 times since being uploaded to YouTube."
22,8029,"LeSean McCoy's acrimony with Chip Kelly continues to rumble on, with the Buffalo Bills running back taking another swipe at the Eagles head coach. McCoy was shipped to the Bills in exchange for linebacker Kiko Alonso and says Kelly's team has a college feel and that he doesn't like star talent. 'I don’t think he likes or respects the stars. I’m being honest. I think he likes the fact that it’s ""Chip Kelly and the Eagles"",' he told the Philadephia Enquirer. LeSean McCoy warms up as he takes part in a voluntary offseason conditioning session with the Bills . McCoy clearly has a chip on his shoulder about the trade, but slated Philadelphia's 'college feel' 'It was ""DeSean Jackson – a high-flying, take-off-the-top-of-the-defense receiver"". Or ""the quick, elusive LeSean McCoy"". I don’t think [Kelly] likes that.' Since arriving at Rex Ryan's Bills last month, McCoy says he's already at ease with his surroundings before launching another swipe at Kelly. 'Here is more of a NFL type of feel,' McCoy told NFL's Total Access. 'Being with Coach [Andy] Reid for so long... you get used to that. A player's coach. An NFL type of atmosphere in the locker room and around the facility. And for two years in Philly it wasn't like that as much. Not in a negative way, but it was different. It was more like a college feel.' McCoy ran for 1,000 yards in four of six seasons with the Eagles and still spoke of his surprise at the move. 'Now you put my numbers up. You put my [numbers] up and you’ll see it. It tells you it. In any system – Andy [Reid] or Chip. So I’m not going to go there, back and forth with that. I just feel like the only thing I didn’t like was the respect. For so many years I gave you all what you wanted. You know? And then for how it went down, it was like a surprise. I’m thinking, ""Does everybody look at it how I look at it?"".' As well as their trip to Wembley this year to face the Jaguars, Buffalo also travel to Philadelphia in what already promises to be something of a grudge match.",LeSean McCoy says Chip Kelly's team has a college feel. Chip Kelly is the Eagles head coach at the Buffalo Bills. McCoy was shipped to the Bills in exchange for Kiko Alonso.
